,tweet_id,year,country_code,known,is_event,unrest,timing,sentiment,topic,particiation
120,1019951189503369216,2018.0,CD,False,notenglish,no,,,,
121,1020336528365686786,2018.0,BF,False,no,no,,,,
122,1020372490206564353,2018.0,EG,False,no,yes,,,,
123,1020529615444611072,2018.0,MW,False,nonspecific,no,past,oppose,no,neither
124,1020661971388108805,2018.0,SO,False,no,no,,,,
125,1020720731452297226,2018.0,BJ,False,notenglish,no,,,,
126,1020980005105537025,2018.0,BI,False,no,no,,,,
127,1020982267840167937,2018.0,AO,False,specific,yes,current,support,no,no
128,1021068746029400064,2018.0,ZA,False,no,yes,,,,
129,1021118083686195200,2018.0,MZ,False,no,no,,,,
130,1021494398901731328,2018.0,MG,False,no,no,,,,
131,1021503638022356992,2018.0,BI,False,no,no,,,,
132,1021764132763299840,2018.0,NG,False,no,no,,,,
133,1021876240230305805,2018.0,SN,False,no,no,,,,
134,1022595473813774336,2018.0,MZ,False,no,yes,,,,
135,1022652706534477824,2018.0,KH,False,specific,yes,current,neither,no,no
136,1022982627983323141,2018.0,TN,False,no,yes,,,,
137,1023228885998002176,2018.0,NG,False,no,no,,,,
138,1023333729756950529,2018.0,SO,False,no,no,,,,
139,1023493530348670977,2018.0,ML,False,no,no,,,,
140,1023794279074988032,2018.0,ZM,False,nonspecific,no,,support,unclear,neither
141,1023890456298577920,2018.0,ZA,True,nonspecific,yes,current,support,yes,yes
142,1023963339460894723,2018.0,TN,False,no,no,,,,
143,1023981829487910917,2018.0,LK,False,notenglish,no,,,,
144,1023984622387036160,2018.0,NG,True,specific,no,current,neither,yes,neither
145,1023984863869853696,2018.0,NG,True,specific,yes,current,neither,yes,neither
146,1023985951327105025,2018.0,NG,True,specific,yes,current,neither,yes,neither
147,1024025114525032448,2018.0,MA,True,no,yes,,,,
148,1024036884060794885,2018.0,NG,True,specific,yes,current,neither,no,neither
149,1024181989912526848,2018.0,KE,True,nonspecific,yes,future,support,yes,yes
150,1024307052049559553,2018.0,CM,False,no,yes,,,,
151,1024574122511290368,2018.0,MG,False,no,yes,,,,
152,1024868779862327296,2018.0,BD,True,nonspecific,yes,current,oppose,no,no
153,1024949113702572037,2018.0,GH,True,nonspecific,no,,neither,yes,neither
154,1024954513289953280,2018.0,BD,True,specific,yes,current,neither,yes,neither
155,1024983189692055552,2018.0,MW,False,no,yes,,,,
156,1025009295388160000,2018.0,BD,False,specific,yes,current,support,no,neither
157,1025028143961309184,2018.0,ZA,True,nonspecific,no,current,neither,no,neither
158,1025391819255947264,2018.0,DZ,False,notenglish,no,,,,
159,1025630485022732288,2018.0,NE,False,no,no,,,,
160,1025638865086951425,2018.0,AO,False,no,no,,,,
161,1025755299649675264,2018.0,BD,False,specific,yes,current,support,yes,yes
162,1025765354830737408,2018.0,GH,False,no,no,,,,
163,1025767045000921088,2018.0,BD,False,no,no,,,,
164,1025803447726034945,2018.0,BD,False,specific,yes,past,support,yes,neither
165,1025842457949351936,2018.0,BD,False,nonspecific,yes,current,support,no,no
166,1026055375781384193,2018.0,BD,False,specific,yes,current,support,no,yes
167,1026124323373895686,2018.0,MG,False,no,no,,,,
168,1026172486105198592,2018.0,BD,False,specific,yes,current,support,no,neither
169,1026200691004583936,2018.0,ML,False,no,yes,,,,
170,1026368107089199105,2018.0,GH,False,no,yes,,,,
171,1026546073920143360,2018.0,BD,False,no,yes,,,,
172,1026803917005488128,2018.0,UG,False,no,no,,,,
173,1026832378164125697,2018.0,CD,False,no,no,,,,
174,1026855290849910784,2018.0,PK,False,no,yes,,,,
175,1027162828237692929,2018.0,TH,False,no,no,,,,
176,1027366333946777602,2018.0,NP,False,no,no,,,,
177,1027468658178551808,2018.0,DZ,False,no,yes,,,,
178,1027518585898496001,2018.0,UG,False,no,yes,,,,
179,1027567576900136960,2018.0,BJ,False,no,no,,,,
180,1027568349591621633,2018.0,ZM,False,no,no,,,,
181,1027798255990657025,2018.0,UG,False,no,yes,,,,
182,1027825427111469056,2018.0,MZ,False,nonspecific,yes,current,support,yes,yes
183,1027825787502833664,2018.0,MZ,False,no,no,,,,
184,1028525416435208193,2018.0,KH,False,no,no,,,,
185,1028541573749981184,2018.0,BJ,False,no,yes,,,,
186,1028562589016616960,2018.0,NP,False,no,no,,,,
187,1028602205308440577,2018.0,NP,False,no,no,,,,
188,1028602580606377984,2018.0,NP,False,no,no,,,,
189,1028608782157242368,2018.0,NP,False,no,no,,,,
190,1028681117975695360,2018.0,CM,False,no,no,,,,
191,1028855235345674240,2018.0,KH,False,no,no,,,,
192,1028925240511025153,2018.0,NP,False,no,no,,,,
193,1028941561269108737,2018.0,TH,False,no,no,,,,
194,1029057997828501504,2018.0,TN,False,nonspecific,no,current,neither,no,neither
195,1029071131653722115,2018.0,AO,False,no,no,,,,
196,1029082751306223617,2018.0,ZA,False,no,no,,,,
197,1029232927069163520,2018.0,UG,False,nonspecific,yes,past,neither,no,neither
198,1029715958628315136,2018.0,MZ,False,no,no,,,,
199,1029836333190209536,2018.0,NE,False,no,no,,,,
200,1029929924721819648,2018.0,PK,False,no,no,,,,
201,1030006243572805633,2018.0,NE,False,no,no,,,,
202,1030093531501797376,2018.0,,False,no,yes,,,,
203,1030168567688376320,2018.0,DZ,False,no,no,,,,
204,1030515244819460096,2018.0,SL,False,specific,yes,current,neither,no,neither
205,1030538151616569344,2018.0,SL,False,no,yes,,,,
206,1030828565347098625,2018.0,CM,False,specific,yes,current,neither,no,no
207,1031172735844663296,2018.0,MM,False,nonspecific,yes,past,support,yes,neither
208,1031174717531725826,2018.0,LY,False,no,no,,,,
209,1031230978293997568,2018.0,BJ,False,no,yes,,,,
210,1031273375786840069,2018.0,NG,True,no,no,,,,
211,1031550904753958912,2018.0,MZ,False,no,no,,,,
212,1031580814012755968,2018.0,TD,False,no,no,,,,
213,1031605614487773185,2018.0,ML,False,no,yes,,,,
214,1031616117826105347,2018.0,CI,False,no,yes,,,,
215,1031720129523081216,2018.0,CD,False,notenglish,no,,,,
216,1031781171322122240,2018.0,CF,False,no,no,,,,
217,1032211501287919616,2018.0,NG,True,nonspecific,yes,past,oppose,no,neither
218,1032237923213758464,2018.0,NG,True,specific,yes,current,neither,yes,neither
219,1032244271418667010,2018.0,NP,False,no,no,,,,
220,1032253128937287680,2018.0,BJ,True,nonspecific,yes,current,support,no,neither
221,1032344728212127745,2018.0,CF,False,no,no,,,,
222,1032577486213791744,2018.0,NP,False,no,no,,,,
223,1032678031222075392,2018.0,TZ,False,no,no,,,,
224,1032842309824655360,2018.0,TN,False,no,no,,,,
225,1033039339305857024,2018.0,BD,False,no,no,,,,
226,1033333884795019264,2018.0,BD,False,specific,yes,current,support,yes,no
227,1033534859292102657,2018.0,TZ,False,no,no,,,,
228,1034140272672817157,2018.0,TD,False,no,no,,,,
229,1034170717758214145,2018.0,TN,False,no,yes,,,,
230,1034184928639021057,2018.0,CF,False,specific,no,past,support,yes,no
231,1034325404658671616,2018.0,GN,False,no,yes,,,,
232,1034474202739298305,2018.0,KE,False,no,yes,,,,
233,1034582032872087553,2018.0,TG,False,no,no,,,,
234,1034648367559835649,2018.0,ZA,False,no,yes,,,,
235,1034772802044354561,2018.0,CI,False,no,no,,,,
236,1034822976657666048,2018.0,TN,False,no,yes,,,,
237,1035275638838571008,2018.0,SO,False,no,no,,,,
238,1035376934883090432,2018.0,UG,False,no,no,,,,
239,1035380800152326144,2018.0,CI,False,no,no,,,,
240,1035395615017127936,2018.0,ET,False,no,yes,,,,
241,1035412249475612672,2018.0,KH,False,no,no,,,,
242,1035678354849062914,2018.0,LY,False,no,no,,,,
243,1035830612572229632,2018.0,ML,False,nonspecific,yes,,neither,no,neither
244,1035876369048035328,2018.0,LK,False,no,yes,,,,
245,1035934604190994438,2018.0,DZ,False,no,no,,,,
246,1036029027302170624,2018.0,MG,False,no,no,,,,
247,1037045568219082753,2018.0,SD,False,no,yes,,,,
248,1037250209770872834,2018.0,LR,False,no,yes,,,,
249,1037344955616960514,2018.0,LY,False,no,yes,,,,
250,1037387898839019520,2018.0,CM,False,specific,yes,past,neither,yes,no
251,1037444198696448003,2018.0,LY,False,no,no,,,,
252,1037565328593702912,2018.0,MW,False,no,no,,,,
253,1037639403450126336,2018.0,UG,False,nonspecific,yes,current,support,yes,neither
254,1038085613432594433,2018.0,CI,False,no,yes,,,,
255,1038088588460740608,2018.0,PK,False,no,yes,,,,
256,1038152938018021377,2018.0,,False,no,no,,,,
257,1038739365156012033,2018.0,AO,False,no,no,,,,
258,1038835876288258050,2018.0,CD,False,no,yes,,,,
259,1039120364733906945,2018.0,ZA,True,nonspecific,yes,past,oppose,no,no
260,1039161454686085120,2018.0,PK,True,specific,yes,past,support,yes,neither
261,1039565744500101120,2018.0,MW,False,no,yes,,,,
262,1039566066345803776,2018.0,MZ,False,specific,yes,future,support,yes,no
263,1039566225981038594,2018.0,MZ,False,specific,yes,future,support,yes,neither
264,1039600954381877249,2018.0,MZ,False,specific,yes,future,support,yes,yes
265,1039600996035514369,2018.0,MZ,False,specific,yes,future,support,yes,neither
266,1039673847132434432,2018.0,EG,False,no,no,,,,
267,1039898592645918721,2018.0,ZA,False,specific,yes,past,neither,no,neither
268,1040241673081708544,2018.0,EG,False,no,no,,,,
269,1040324090278625280,2018.0,ZM,False,specific,no,past,neither,no,neither
270,1040366684098449408,2018.0,SN,False,no,no,,,,
271,1040618309127946240,2018.0,BJ,False,no,no,,,,
272,1041402423686836224,2018.0,TN,False,no,no,,,,
273,1041653770701164549,2018.0,ZM,False,no,no,,,,
274,1041756689421221888,2018.0,LY,False,no,no,,,,
275,1042831393557041152,2018.0,ET,False,nonspecific,yes,future,support,no,neither
276,1042863857943937025,2018.0,GH,False,no,no,,,,
277,1042997181794344960,2018.0,KE,False,no,no,,,,
278,1043024540903735296,2018.0,BJ,False,no,no,,,,
279,1043193736472260609,2018.0,SO,False,no,no,,,,
280,1043240015659257857,2018.0,CF,False,no,yes,,,,
281,1043247570317914113,2018.0,GH,False,no,no,,,,
282,1043319019451965440,2018.0,LY,False,no,yes,,,,
283,1043850657546080256,2018.0,SO,False,no,no,,,,
284,1043984097079521280,2018.0,ET,False,nonspecific,yes,past,neither,no,neither
285,1044199942540197888,2018.0,ZM,False,no,no,,,,
286,1044796997629366272,2018.0,,False,no,no,,,,
287,1044864589538693120,2018.0,SO,False,no,no,,,,
288,1044989225714823168,2018.0,SL,False,no,yes,,,,
289,1045040863120949248,2018.0,UG,False,no,no,,,,
290,1045200179668897792,2018.0,NG,False,specific,yes,future,neither,yes,neither
291,1045201444083646464,2018.0,TH,False,no,yes,,,,
292,1045243588462989312,2018.0,NG,False,no,no,,,,
293,1045370472953602048,2018.0,ZM,False,no,no,,,,
294,1045668377077792768,2018.0,KH,False,no,no,,,,
295,1046644819689447429,2018.0,ZA,True,nonspecific,yes,current,oppose,yes,neither
296,1046804938943352836,2018.0,TZ,False,no,no,,,,
297,1046850163967442946,2018.0,NG,False,no,no,,,,
298,1047201410952118272,2018.0,SO,False,no,yes,,,,
299,1047444780966453249,2018.0,CI,False,no,no,,,,
300,1048164586044760064,2018.0,LR,False,no,no,,,,
301,1048574748563783681,2018.0,NE,False,nonspecific,yes,current,support,no,no
302,1048578585659957249,2018.0,NE,False,nonspecific,no,,neither,no,neither
303,1048667484553793536,2018.0,LK,False,no,yes,,,,
304,1049047575503036421,2018.0,TD,False,no,no,,,,
305,1049048848012906496,2018.0,TD,False,no,no,,,,
306,1049088433745002496,2018.0,GH,False,no,no,,,,
307,1049290375016398848,2018.0,TD,False,no,yes,,,,
308,1049335650745552896,2018.0,CM,False,no,yes,,,,
309,1049397443828289539,2018.0,CF,False,no,no,,,,
310,1049609677770842117,2018.0,NP,False,no,no,,,,
311,1049652242687713280,2018.0,LR,False,specific,yes,past,support,no,neither
312,1049654937565696000,2018.0,LR,False,nonspecific,yes,current,neither,yes,neither
313,1049727042047156225,2018.0,EG,False,no,no,,,,
314,1049798139744608258,2018.0,CF,False,no,yes,,,,
315,1049996657759268864,2018.0,SL,False,no,yes,,,,
316,1050150022103339008,2018.0,CI,False,no,yes,,,,
317,1050331143592189953,2018.0,GH,False,no,no,,,,
318,1050464112772345858,2018.0,,False,no,no,,,,
319,1050561587285639168,2018.0,MM,False,specific,yes,future,neither,no,neither
320,1051431533695967232,2018.0,MA,False,specific,yes,future,neither,yes,no
321,1051431820531777537,2018.0,LY,False,no,no,,,,
322,1051464640792854528,2018.0,UG,False,no,yes,,,,
323,1051521651550998528,2018.0,ET,False,no,no,,,,
324,1052177739535568897,2018.0,CM,False,no,no,,,,
325,1052214186342641664,2018.0,MM,False,specific,yes,current,neither,no,neither
326,1052319548752490496,2018.0,UG,False,no,no,,,,
327,1052534721828347905,2018.0,SN,False,specific,no,current,neither,no,neither
328,1052548870075502600,2018.0,GN,False,nonspecific,yes,current,neither,no,neither
329,1052822076237729792,2018.0,BI,False,no,no,,,,
330,1052837272406675456,2018.0,UG,False,no,no,,,,
331,1052931981887991808,2018.0,TH,False,specific,yes,current,neither,yes,neither
332,1052982618608693248,2018.0,EG,False,no,no,,,,
333,1053045715700723712,2018.0,ML,False,no,no,,,,
334,1053238945146957824,2018.0,BI,False,no,no,,,,
335,1053248874851250176,2018.0,GN,False,no,no,,,,
336,1053294651996889088,2018.0,CD,False,no,no,,,,
337,1053342111448358913,2018.0,LR,False,specific,yes,current,neither,no,no
338,1053529984017534976,2018.0,BJ,False,no,no,,,,
339,1053883647214804992,2018.0,KH,False,specific,no,current,support,yes,yes
340,1054011726440611840,2018.0,NG,True,nonspecific,yes,current,support,no,yes
341,1054094919579643906,2018.0,PK,True,no,yes,,,,
342,1054493140269318145,2018.0,TD,False,no,no,,,,
343,1054757648455950336,2018.0,TG,False,no,yes,,,,
344,1055063660857622533,2018.0,BF,False,no,yes,,,,
345,1055080063727796224,2018.0,,False,no,no,,,,
346,1055105220123025409,2018.0,MG,False,no,yes,,,,
347,1055770806729539584,2018.0,BI,False,no,no,,,,
348,1055793833299066880,2018.0,LY,False,no,yes,,,,
349,1055830576245149701,2018.0,MW,False,no,yes,,,,
350,1055904554238255105,2018.0,NE,False,no,yes,,,,
351,1056105864061378560,2018.0,MM,False,no,no,,,,
352,1056191803651776513,2018.0,SN,False,no,no,,,,
353,1056841901221994496,2018.0,CM,False,no,yes,,,,
354,1057123396323024896,2018.0,KE,False,no,no,,,,
355,1057334387577102337,2018.0,SN,False,no,no,,,,
356,1057504122700787712,2018.0,MG,False,no,no,,,,
357,1057606485755289601,2018.0,EG,False,no,no,,,,
358,1057798753334292480,2018.0,NE,False,no,no,,,,
359,1057871200498663424,2018.0,ZM,False,no,no,,,,
360,1057956603465551872,2018.0,PK,False,specific,yes,current,neither,yes,neither
361,1058001456064856064,2018.0,PK,False,no,yes,,,,
362,1058042731543650305,2018.0,,False,specific,yes,current,support,yes,yes
363,1058356079409721344,2018.0,LY,False,no,no,,,,
364,1058635361147072512,2018.0,TH,False,no,no,,,,
365,1058836348520579074,2018.0,DZ,False,specific,yes,current,neither,unclear,neither
366,1058878612177412096,2018.0,TG,False,no,no,,,,
367,1059020605113204736,2018.0,GH,False,no,yes,,,,
368,1059223402073018369,2018.0,AO,False,no,no,,,,
369,1059323741224779776,2018.0,MW,False,no,yes,,,,
370,1059526932633698305,2018.0,KE,False,no,no,,,,
371,1059834415143116800,2018.0,PK,False,specific,yes,current,neither,yes,neither
372,1059986357425135616,2018.0,KH,False,no,no,,,,
373,1060096345426616320,2018.0,TZ,False,no,no,,,,
374,1060385117024194560,2018.0,MW,False,no,no,,,,
375,1060433198642065408,2018.0,TH,False,no,no,,,,
376,1060585094841274368,2018.0,MW,False,no,yes,,,,
377,1060660495210962944,2018.0,LY,False,no,yes,,,,
378,1060850640413474817,2018.0,GH,False,no,no,,,,
379,1060901519380361216,2018.0,ET,False,no,no,,,,
380,1060912832022220811,2018.0,CF,False,no,yes,,,,
381,1061181014477860864,2018.0,GN,False,specific,yes,current,support,yes,yes
382,1061556634860826625,2018.0,ET,False,no,no,,,,
383,1061604275837681664,2018.0,EG,False,no,no,,,,
384,1061632390811017217,2018.0,GH,False,no,no,,,,
385,1062007007736197120,2018.0,TD,False,no,yes,,,,
386,1062127082476617731,2018.0,CI,False,no,yes,,,,
387,1062610935439937536,2018.0,LR,False,no,yes,,,,
388,1063017457252818944,2018.0,CF,False,no,no,,,,
389,1063451108801241089,2018.0,BF,False,no,yes,,,,
390,1063609489876819973,2018.0,CI,False,no,no,,,,
391,1063822298296274944,2018.0,CD,False,specific,yes,past,neither,yes,neither
392,1063901773272883200,2018.0,CM,False,no,no,,,,
393,1063949164684484608,2018.0,TN,False,no,no,,,,
394,1064461659954130944,2018.0,BJ,False,no,yes,,,,
395,1064553351118012416,2018.0,KE,False,no,no,,,,
396,1064714701563662336,2018.0,LR,False,no,yes,,,,
397,1064770434070122496,2018.0,TG,False,no,no,,,,
398,1064857428519526400,2018.0,,False,no,no,,,,
399,1064938212207091712,2018.0,,False,no,yes,,,,
400,1065271451769548800,2018.0,CD,False,no,no,,,,
401,1065321860445995008,2018.0,,False,no,no,,,,
402,1065501427873796096,2018.0,TG,False,no,no,,,,
403,1065689361746931718,2018.0,TN,False,notenglish,no,,,,
404,1065878392346681344,2018.0,SN,False,no,yes,,,,
405,1065897897131044864,2018.0,TH,False,no,yes,,,,
406,1066171153847279616,2018.0,KH,False,no,yes,,,,
407,1066543274675093504,2018.0,EG,False,no,yes,,,,
408,1066576974003474437,2018.0,TZ,False,no,yes,,,,
409,1066910723236904960,2018.0,KE,False,no,yes,,,,
410,1066980588719026176,2018.0,LK,False,specific,yes,future,oppose,no,neither
411,1067037799168294913,2018.0,NP,False,specific,yes,current,support,yes,yes
412,1067126028471029761,2018.0,ET,False,specific,yes,current,support,yes,yes
413,1067288788689448960,2018.0,GH,False,no,yes,,,,
414,1067359671147737089,2018.0,PK,False,no,no,,,,
415,1067830514244034561,2018.0,AO,False,no,no,,,,
416,1067862700619980801,2018.0,ZM,False,no,yes,,,,
417,1067965223880060929,2018.0,LR,False,no,yes,,,,
418,1068060709152595969,2018.0,ZA,False,nonspecific,yes,,support,unclear,neither
419,1068215777935990790,2018.0,GH,False,no,yes,,,,
420,1068230308464680960,2018.0,SN,False,no,no,,,,
421,1068506867268169728,2018.0,SN,False,no,no,,,,
422,1068917789287694336,2018.0,CI,False,no,no,,,,
423,1069050918912573440,2018.0,LR,False,no,yes,,,,
424,1069306699784339456,2018.0,ML,False,no,no,,,,
425,1069536457247862792,2018.0,TN,False,no,yes,,,,
426,1069965518164115456,2018.0,EG,False,no,no,,,,
427,1070297021549039617,2018.0,CD,False,no,yes,,,,
428,1071266175580037121,2018.0,MZ,False,no,no,,,,
429,1071274161773924352,2018.0,TZ,False,no,no,,,,
430,1071379360907591680,2018.0,KH,False,no,yes,,,,
431,1071390169272672256,2018.0,TZ,False,specific,yes,past,neither,yes,neither
432,1071412764353081344,2018.0,UG,False,no,no,,,,
433,1071475089437274113,2018.0,TD,False,nonspecific,yes,current,support,no,neither
434,1071675891313455106,2018.0,TG,False,no,yes,,,,
435,1071784493877473284,2018.0,MG,False,specific,yes,current,support,yes,neither
436,1071819208697102337,2018.0,BD,False,no,no,,,,
437,1072002246362259456,2018.0,MZ,False,no,no,,,,
438,1072118422471888901,2018.0,KE,False,nonspecific,yes,,support,no,neither
439,1072137284923871232,2018.0,TD,False,no,no,,,,
440,1072142717667368960,2018.0,ET,False,no,yes,,,,
441,1072198629409079297,2018.0,TN,False,no,yes,,,,
442,1072364700208377856,2018.0,LY,False,no,no,,,,
443,1072436713383960576,2018.0,MA,False,no,no,,,,
444,1072464368477134848,2018.0,SO,False,specific,yes,,,,
445,1072464468519604230,2018.0,TG,False,no,no,,,,
446,1072488843616624641,2018.0,NG,False,no,yes,,,,
447,1072519558479654912,2018.0,NP,False,no,yes,,,,
448,1072753171779342336,2018.0,MM,False,nonspecific,yes,,neither,yes,neither
449,1072760312074563585,2018.0,SO,False,nonspecific,no,,neither,no,neither
450,1072864936894717952,2018.0,MM,False,no,no,,,,
451,1073281890474475520,2018.0,SN,False,no,no,,,,
452,1073301340082855939,2018.0,DZ,False,no,yes,,,,
453,1073450860473184256,2018.0,ET,False,no,no,,,,
454,1073461986481061888,2018.0,MW,False,no,no,,,,
455,1073634217765019649,2018.0,MW,False,no,no,,,,
456,1073928751870816256,2018.0,CI,False,no,yes,,,,
457,1073971144540217344,2018.0,PK,False,specific,yes,past,neither,yes,neither
