tweet_id,label
1038152938018021377,0
1038739365156012033,0
1038835876288258050,1
1039120364733906945,1
1039161454686085120,1
1039565744500101120,1
1039566066345803776,1
1039566225981038594,1
1039600954381877249,1
1039600996035514369,1
1039673847132434432,0
1039898592645918721,1
1040241673081708544,0
1040324090278625280,1
1040366684098449408,0
1040618309127946240,0
1041402423686836224,0
1041653770701164549,0
1041756689421221888,0
1042831393557041152,1
1042863857943937025,0
1042997181794344960,0
1043024540903735296,0
1043193736472260609,0
1043240015659257857,1
1043247570317914113,0
1043319019451965440,1
1043850657546080256,0
1043984097079521280,1
1044199942540197888,0
1044796997629366272,0
1044864589538693120,0
1044989225714823168,1
1045040863120949248,0
1045200179668897792,1
1045201444083646464,1
1045243588462989312,0
1045370472953602048,0
1045668377077792768,0
1046644819689447429,1
1046804938943352836,0
1046850163967442946,0
1047201410952118272,1
1047444780966453249,0
1048164586044760064,0
1048574748563783681,1
1048578585659957249,1
1048667484553793536,1
1049047575503036421,0
1049048848012906496,0
1049088433745002496,0
1049290375016398848,1
1049335650745552896,1
1049397443828289539,0
1049609677770842117,0
1049652242687713280,1
1049654937565696000,1
1049727042047156225,0
1049798139744608258,1
1049996657759268864,1
1050150022103339008,1
1050331143592189953,0
1050464112772345858,0
1050561587285639168,1
1051431533695967232,1
1051431820531777537,0
1051464640792854528,1
1051521651550998528,0
1052177739535568897,0
1052214186342641664,1
1052319548752490496,0
1052534721828347905,1
1052548870075502600,1
1052822076237729792,0
1052837272406675456,0
1052931981887991808,1
1052982618608693248,0
1053045715700723712,0
1053238945146957824,0
1053248874851250176,0
1053294651996889088,0
1053342111448358913,1
1053529984017534976,0
1053883647214804992,1
1054011726440611840,1
1054094919579643906,1
1054493140269318145,0
1054757648455950336,1
1055063660857622533,1
1055080063727796224,0
1055105220123025409,1
1055770806729539584,0
1055793833299066880,1
1055830576245149701,1
1055904554238255105,1
1056105864061378560,0
1056191803651776513,0
1056841901221994496,1
1057123396323024896,0
1057334387577102337,0
1057504122700787712,0
1057606485755289601,0
1057798753334292480,0
1057871200498663424,0
1057956603465551872,1
1058001456064856064,1
1058042731543650305,1
1058356079409721344,0
1058635361147072512,0
1058836348520579074,1
1058878612177412096,0
1059020605113204736,1
1059223402073018369,0
1059323741224779776,1
1059526932633698305,0
1059834415143116800,1
1059986357425135616,0
1060096345426616320,0
1060385117024194560,0
1060433198642065408,0
1060585094841274368,1
1060660495210962944,1
1060850640413474817,0
1060901519380361216,0
1060912832022220811,1
1061181014477860864,1
1061556634860826625,0
1061604275837681664,0
1061632390811017217,0
1062007007736197120,1
1062127082476617731,1
1062610935439937536,1
1063017457252818944,0
1063451108801241089,1
1063609489876819973,0
1063822298296274944,1
1063901773272883200,0
1063949164684484608,0
1064461659954130944,1
1064553351118012416,0
1064714701563662336,1
1064770434070122496,0
1064857428519526400,0
1064938212207091712,1
1065271451769548800,0
1065321860445995008,0
1065501427873796096,0
1065689361746931718,0
1065878392346681344,1
1065897897131044864,1
1066171153847279616,1
1066543274675093504,1
1066576974003474437,1
1066910723236904960,1
1066980588719026176,1
1067037799168294913,1
1067126028471029761,1
1067288788689448960,1
1067359671147737089,0
1067830514244034561,0
1067862700619980801,1
1067965223880060929,1
1068060709152595969,1
1068215777935990790,1
1068230308464680960,0
1068506867268169728,0
1068917789287694336,0
1069050918912573440,1
1069306699784339456,0
1069536457247862792,1
1069965518164115456,0
1070297021549039617,1
1071266175580037121,0
1071274161773924352,0
1071379360907591680,1
1071390169272672256,1
1071412764353081344,0
1071475089437274113,1
1071675891313455106,1
1071784493877473284,1
1071819208697102337,0
1072002246362259456,0
1072118422471888901,1
1072137284923871232,0
1072142717667368960,1
1072198629409079297,1
1072364700208377856,0
1072436713383960576,0
1072464368477134848,1
1072464468519604230,0
1072488843616624641,1
1072519558479654912,1
1072753171779342336,1
1072760312074563585,1
1072864936894717952,0
1073281890474475520,0
1073301340082855939,1
1073450860473184256,0
1073461986481061888,0
1073634217765019649,0
1073928751870816256,1
1073971144540217344,1
1074145808210059264,1
1074280289705312257,0
1074382598774943744,0
1074587792238411776,1
1074872039364804608,1
1075068445614632962,0
1075098191433998336,0
1075144223865876480,0
1075321135405895680,1
1075997304207880194,0
1076005785837154304,1
1076035587507798016,1
1076309681323204608,0
1076389366879027200,1
1076465878991077377,1
1076631280186462209,1
1076675484975394816,1
1076717363511349248,0
1076825925826871297,1
1077254343307464704,0
1077937659987685376,1
1078185096694386688,0
1078755317712912384,0
1079910805238370306,1
1080114289573277696,1
1080209660240646150,0
1080486589254447104,1
1080538393082298368,0
1080760980425138176,0
1081138458209312769,0
1081333209080705026,0
1081438677178482688,1
1081727430266638336,0
1082195915698589701,1
1082528868718632960,0
1082578507622944768,1
1082660436036718600,0
1082775215439007746,1
1082871488343093248,0
1082872356572401666,1
1082995475815563264,0
1083476842508681216,1
1084284726603599872,1
1084352571299500033,1
1084384771529150465,0
1085136244668055552,0
1085173488028209152,0
1085411756967710720,1
1085552504668999680,1
1085620094074535936,0
1085816439351717888,1
1086126954032570368,0
1086246669300191233,0
1086351441223184384,0
1086574557014695936,1
1086649548288647168,0
1086843201045053441,1
1086895972024762370,1
1086944273403133954,0
1086964753447165952,0
1086983281390673920,0
1087838364852727809,0
1087894065897709574,0
1087955199069769728,0
1088113550206345223,0
1088144083619627010,1
1088182882118656002,0
1088402398387847168,1
1088486874111451137,1
1088827316753567744,0
1089605513556430853,0
1089798561854906371,1
1089810857633157122,1
1090234994805530624,1
1090390943101054976,0
1090466704260558848,1
1090592512320962560,0
1090828729981427712,1
1090857469792915457,0
1090895410644873216,1
1091090602295480320,0
1091473432141877248,0
1091666053330018305,0
1091744379729924096,0
1091806814667264002,1
1091971607780884480,1
1092126536789098502,1
1092334050923159557,0
1092368195661582336,0
1092378270732034049,1
1093003561573609474,1
1093073744942256133,1
1093299394965921793,0
1093455136154779648,1
1094138900958842880,0
1094669135122972672,1
1094964612305367041,0
1095328354503405568,0
1095542444278444032,0
1095648814780858369,0
1096236890062286849,1
1096522022153318401,0
1096554388078895104,0
1096632205156134913,1
1096710819180658688,0
1096736860414660610,0
1097418871433244672,0
1098044660071743491,1
1098106188347199488,1
1098448749909676037,0
1098491546536677376,1
1098688623703179265,0
1098711036360908800,1
1099315173364514817,0
1099656152051265538,0
1099663210246942721,0
1099694058115616768,1
1099767035830169603,1
1099965826382340096,1
1100110084670132225,1
1100152581102493697,0
1100296874370699266,0
1100347603944824832,0
1100381263981092865,0
1100451471357730816,1
1100620377040941056,0
1100671887401762816,1
1100711390552248321,1
1100783134897885184,0
1100784718075838464,0
1100801935626723331,0
1101237274291912704,0
1101585178714099712,0
1101842100369440768,0
1101970995831808000,0
1102139484638986240,1
1102277317546565633,1
1103962603859165184,1
1104036972266438656,1
1104047558563950593,0
1104069131199016961,1
1104079789152002049,0
1104154791859666944,1
1104452008080216066,1
1105180464350941185,1
1105186246064816130,0
1105293418182438913,0
1105377301984755713,1
1105769049055727617,0
1105859856152420352,1
1106500291497811968,0
1106643719866982407,0
1107115788077580288,1
1107203792292868096,1
1107319246894313472,0
1107413495706988545,0
1107683153932513280,0
1107706890140688384,1
1107749015641296897,0
1107972084951597056,1
1108092996082434048,0
1108095708991614976,0
1108122733244809224,0
1108139671513636864,0
1108308389594099712,0
1108383020392894466,1
1108661065418792960,0
1109022117130047488,1
1109330180961640449,0
1109441117798518785,0
1109488668799045632,0
1109593271074996225,1
1109930403719069696,0
1110065174763855872,0
1110375063436443648,0
1110630536408637440,1
1110906380637138949,0
1110968921593651200,0
1111206744846409731,1
1111212901371658240,1
1111227318704500737,0
1111546325626208257,1
1111756244824612864,0
1111922253313253376,0
1112268554852855808,0
1112273121191649280,0
1112323452747296768,0
1113409456665255937,0
1113528529973665797,0
1114076159313104897,1
1114267146769584128,0
1114748133731373056,1
1114909116865052672,0
1114911724728193026,1
1115172354412380160,0
1115331947067322368,0
1115688952156041216,0
1115836762859999232,1
1116079147644665856,1
1116079151679561728,1
1116255409977925632,1
1116364898500530176,1
1116381150899994624,1
1116381685023690755,1
1116407832323264513,1
1116762042881511425,1
1116767848741752833,0
1116855707364659202,0
1116989024818872321,0
1117077847489830913,1
1117117929298878464,1
1117148585676693504,1
1117489866445602816,1
1117505133221482497,0
1117999227924353024,1
1118031990006018048,1
1118039948932857856,1
1118231421527756800,1
1118268358770798592,0
1118437716981690369,0
1118455479355813888,0
1118653958384443393,1
1118974302320123909,1
1119101748403007489,1
1119371090248261633,1
1119592421476716545,1
1119601823286026241,1
1119956620304318465,1
1120008358574952448,1
1120212452245950464,1
1120912082285813761,0
1121207819619844097,1
1121371875899105280,0
1121685522093445120,0
1121710616568221696,0
1122111524519202818,0
1122201950043496448,1
1122841126216642560,1
1122876109979312130,0
1123305034228408321,0
1123600175291932675,0
1123647238234886144,1
1123660489156960256,0
1123735347450531840,1
1123937106206896128,1
1124575067785052160,0
1124661920743604224,1
1124934542765150208,1
1125021152185856000,1
1125022959444406272,0
1125031166141054976,0
1125065401207885825,1
1125157051653607424,1
1125400068901822464,0
1125474587045695490,0
1125787413123563525,1
1126368117804998656,0
1126565897324380160,0
1126719058009657345,1
1127128521908858880,1
1127279458593984517,1
1127533392571064320,0
1127929187216560130,1
1128185686392299523,0
1128364559260094465,0
1129035268898611200,1
1129147686446407680,0
1129147768986120194,0
1129221496495169536,0
1129325683937873920,1
1129631416780709888,1
1129643137905942529,1
1129731929773871106,0
1130177543724601344,1
1130707365731471360,1
1130881217111437313,0
1131144443850055682,1
1131552797453889543,0
1132285364356419585,1
1132508267349970944,1
1133026028513845249,1
1134088755227308032,1
1134340254205448193,0
1134443935877783553,1
1134730256189984768,1
1135138438909485061,0
1135552237521055744,1
1135615368356073478,0
1135629227875848197,0
1135939773162541057,0
1136065602806865932,0
1136191288649420800,0
1136278770757918725,0
1136655144551092225,1
1136752837898252290,0
1136759928696254464,0
1136906120839217152,0
1136988432360755200,1
1137128378815975424,0
1137246851672006663,1
1137978069652783104,0
1138085421718618113,1
1138153866208382977,1
1138177820864188424,0
1138347023294455809,0
1138845498134212613,0
1138866719047520258,0
1139035899919048704,1
1139199575095414785,0
1139263566240985088,1
1139644578510856224,0
1139824210602147841,0
1139888072135446529,1
1140254002615070721,0
1140456670839095296,0
1140525030192889856,1
1140611563163983872,1
1140642057758957568,1
1140967324176080896,0
1141074737889730560,0
1141409130831372294,0
1141478231691997186,1
1141936877378908161,1
1142115090365321216,1
1142133391514636288,1
1142156612238565376,0
1142635959546187781,1
1143206072943030273,1
1143213250173165569,0
1143242008150061056,0
1143270201116581889,1
1143907045713821696,0
1144029303795064833,0
1144232236482531334,0
1144473594933596161,1
1144502871070785537,1
1144551353425047553,1
1145593377565507585,1
1145668812349562880,0
1145702662610051072,0
1145741050054631428,0
1145959162674892800,1
1146357183996669952,1
1146481838984220672,0
1146602299793346560,1
1147015714500485120,1
1147050327335669760,0
1147395752328433665,0
1147830983003123713,1
1147859609417375744,1
1147927951540981762,0
1148301178205290496,1
1148472377698742272,1
1148496037490958338,0
1148597364942397440,1
1148637112692072451,1
1148673504595910657,1
1148857770340306945,0
1148949762902765569,1
1149307462081626113,0
1149325828041400321,1
1149335494624522241,0
1149341619709194240,1
1149354048233062403,0
1149439962292674560,0
1149464879465553922,0
1149590512665427969,1
1149709000960856064,1
1149713871306993664,0
1149793794352668673,0
1149967973471457285,0
1150037967983001602,0
1150473009678807040,0
1150551675779764224,0
1150601532301172738,1
1150653867379634176,1
1150677210451402752,1
1150831208147968000,0
1150855196500795392,0
1151078982441476096,0
1151144450762166272,1
1151170893990772743,0
1151778830241148929,0
1151826411084296192,0
1152312722551386122,1
1152484770288427010,1
1152586284898164736,0
1152953547144728578,1
1153081285453254658,1
1153143938943000576,0
1153278343866920964,1
1153555386068361216,0
1153625672553832448,0
1153683637780570113,1
1153914749903613952,0
1153955424573353984,0
1153969380453244928,1
1153983830308474881,1
1154522168601927682,0
1154955627984297984,0
1155048856264085504,1
1155181317128146944,0
1155204618969915393,0
1155410309248671745,1
1155596718551052290,0
1155849750295580672,1
1155921867443716097,1
1156741245173215234,0
1157154757670137858,0
1157183556935999488,0
1157271467312263168,0
1157372721401085952,1
1157434991233654784,0
1157457019248316417,1
1157923198844977153,0
1158059461245919232,0
1158201908751765504,1
1158527752171118592,1
1158680233991499776,0
1158706716105760768,1
1158739607028039680,0
1158956888035192832,1
1160377724134993920,1
1160387782868721664,1
1160625305477926912,1
1160996130538348546,0
1161210975137259520,0
1161299392655237120,0
1161420557201674241,0
1161482484040785920,0
1161569296172167170,1
1161573350449307648,0
1161573428291411969,1
1161619190605844480,1
1161758488919465993,1
1161766728189325312,0
1162241434444943360,1
1162254737871212544,1
1162282462342344710,0
1162440894777384960,0
1162497150883979264,0
1162556791886163969,0
1162618484347604998,0
1162729228456091648,0
1163187020086284288,1
1163366793357996033,1
1163409402168303617,0
1163433753693380611,0
1163857238211072001,0
1164177503583375360,0
1164520951616139264,0
1164601749774069761,0
1164623594602815493,0
1164624965754413056,0
1164808406634389504,1
1164817519187619842,0
1165166998877290496,0
1165274284249559040,0
1165389171994898432,0
1165537905131032576,1
1165550909847474177,0
1165935417218273285,0
1165946185041006592,0
1166373232053760002,0
1166645069207805952,1
1166745950980911104,1
1166947209914605568,0
1167091911120891910,0
1167105370503794688,0
1167341571022491648,1
1167747320550711298,0
1168213998761889792,1
1168650803030253576,0
1168791013781123072,1
1168976682247757828,0
1169150051668676609,1
1169181585092042754,0
1169215214774030338,0
1169301369561501696,1
1169627910933757953,1
1169673052134825984,1
1169849107055177729,1
1170392564526211074,0
1170725401087369217,1
1170750608049135616,0
1170787048061620228,1
1171026165286486016,1
1171181688879296512,0
1171295792595972096,0
1171352548432912384,0
1171528362860302338,1
1171781134839091200,1
1171846357205815296,1
1171937989309521923,1
1172300124837408770,1
1172401377370263553,1
1172439836579393536,0
1172467508328247298,1
1172470273800658946,0
1172503914241019904,0
1172532039343595522,0
1172953970677026816,1
1173198352344899591,0
1173255753089593344,1
1173333892813791232,0
1173364008864440320,1
1173546893051387905,0
1173593264349302784,0
1173691005532610561,0
1173867666811080709,0
1174026510644236288,0
1174121526058082304,0
1174260855623626753,1
1174645866294140929,0
1175029609491910656,1
1175048298740293632,1
1175084368131514369,1
1175149658756308995,1
1175710304141025280,0
1175878433504681984,1
1176206129178796038,1
1176488523869933574,1
1176493701482373120,0
1176555450042593281,0
1176601242975576064,1
1176670638347440128,0
1176830922311663619,0
1177064971785535488,1
1177235744710152192,0
1177482641487974400,1
1177556503063982080,1
1177836390052220936,1
1177987302406180865,1
1178175502105886720,1
1178410202648973312,0
1178754459960258560,0
1179408656762310658,0
1179824006234607617,0
1179838010747183104,0
1180001359904440320,0
1180247432493518850,0
1180362617740619777,1
1180447405658918912,0
1180485216823103489,0
1180567768527228929,1
1180887849723400192,0
1181017205015752706,0
1181099462741123073,0
1181105975350190081,0
1181131604732895232,1
1181271202364624896,1
1182001643929456641,1
1182035195702190086,0
1182279773600518145,0
1182380042657120257,1
1182585818751406081,0
1182696018439266304,0
1182924482375278594,0
1182975089391759360,0
1183014204132986881,1
1183021335880052737,0
1183344103179915265,0
1183348078805426177,0
1183468840795168769,0
1183506655214030849,0
1183706103428927488,1
1183734259309260801,1
1183977941069451265,1
1184481320635981827,0
1184808202699001856,1
1184819404988735490,0
1185134469994426368,1
1185346600639578112,0
1185559912950194177,1
1186190937103446017,0
1186532625420374016,0
1187025851797458948,0
1187336116791328769,1
1187346278113579009,1
1187608694520983552,0
1187692933643997187,0
1187776828775260164,1
1187884219214843904,0
1188520602736443394,0
1189558100195454977,1
1189584147381194752,0
1189762038060466176,1
1189863662791659521,1
1190152960141074433,1
1190253230099484672,0
1190573254651662337,0
1191034464823984133,1
1191207932249231360,1
1191648269937631232,1
1191765580673671169,1
1192020391214092288,0
1192052494484099077,0
1192265372101226496,0
1192436860196474880,1
1192458821240786945,1
1192477826026557441,1
1192666197491208192,1
1192718541788712960,1
1192722649379753984,0
1193160457550540800,0
1193187036414431232,0
1193853637480636416,0
1193881320960577537,0
1193921735860670464,0
1193931518508519425,0
1194025675071475712,0
1194222944970563584,1
1194243927257341952,1
1194366088156454912,1
1194507794856198144,0
1195041068192083969,1
1195147784548167681,0
1195431359994576896,0
1195738814448357377,0
1195761190242332673,1
1195866161126289408,0
1196163096907321344,0
1196190639408500737,0
1196445158499328002,0
1196482382561468416,1
1196514710281162753,0
1196727992292016128,1
1196852650723164161,0
1197083694298615808,1
1197176932820893696,0
1197804537853157376,0
1198440466255089664,0
1198491457759457286,0
1198556982199934977,0
1198621518613401600,0
1198880925184081921,1
1198955813882286083,0
1199048312135069696,1
1199125419053719552,1
1199435567123050498,1
1199478714712485888,1
1199570616187314176,1
1199684711527804929,0
1199780962089021440,0
1200061446337548289,0
1200131475762491397,1
1200393350689411073,0
1201077481538633729,1
1201426318593789953,0
1201869774864683009,0
1201956364324671488,1
1202165758819753984,1
1202197329186557952,1
1202271870629896196,0
1202352032046301189,0
1202491280837754880,0
1202518842867617793,0
1202569237925113858,1
1202576262734196736,1
1202924595357061122,1
1202935893985611776,1
1202991260891582464,1
1203063241661960192,0
1203251327268261893,0
1203334315955965952,1
1203885287539122176,0
1204243338712367104,1
1204323493078347776,1
1204786573918851072,0
1204839039653863425,1
1205022586578579456,1
1205037633740533760,0
1205053575254163456,0
1205533501510082561,1
1205572562249506816,0
1205621433872846848,0
1205822955734867968,0
1205854672407453696,0
1205973013021286401,0
1206284086752530434,0
1206303857451716608,1
1206495563392286720,1
1206510664304484352,1
1206913604580204544,1
1207094305715830784,1
1207179995539394560,0
1207331030765637633,0
1207344329045340160,0
1207595926178746368,0
1207678131336876035,1
1207686649062318081,1
1208043659687538688,1
1208267072033021952,0
1208306397357772800,0
1208548526684299265,0
1208740084792614912,1
1208752431305244675,0
1208952652001759234,0
1209028823746002944,1
1209095043245596672,0
1209117560723120128,1
1209239892737372160,0
1209843380122816512,1
422804777735831552,1
430394954171842560,0
433819778201821185,1
433824926496456704,1
440916092916338689,0
441618801055252480,0
449066035766104064,0
449092725179420673,0
449098899253645312,0
449121232148234240,0
449122420784640000,0
449139783802306560,0
449152390961586176,0
449432520086781952,1
449451923117441024,0
449486298538323968,0
449489399743778816,0
449504327712133120,0
449507969206857728,0
449510599555579904,0
449636026982891520,0
449757763049357312,1
450285200074113024,0
450306127100919809,0
450368001930694657,0
450397573644574720,0
450397685213044736,0
450503105663483904,0
450535677575561216,0
450539298090409984,1
450546838987632640,0
450592074463985664,0
450685303700062208,0
450764830082084864,0
450766762372775936,0
450939387673468928,0
451212884899799040,0
451213700796784640,0
451218021571629056,0
451223021504966656,0
451277607049625600,0
451303775165489153,0
451309137297948672,0
451313069168525312,0
451374623444443137,0
451390828830011392,0
451428256991162368,0
451452172421836801,1
451544410409680897,0
451576848032354304,0
451593404292399104,0
451595638157750272,0
451655804115251200,0
451660301088595968,0
451678066524569600,0
451679354322710528,0
451686298768924672,0
451772429241966594,1
451810831114969088,0
451886611337211905,0
451955328960454656,0
451969538675208193,0
451982106298953728,0
452008783301320704,0
452026179202318336,0
452224823037800448,0
452338169321889792,0
452395656725143552,0
452489048725401600,0
452566386121113601,0
452749925626183681,0
452751062660050944,0
452752993826652160,0
452799957075247104,0
452938169382875136,0
453034018154762240,0
453069601942011904,0
453070692188442624,0
453086313609441280,0
453123651962171392,0
453207181182377986,0
453207257208344576,0
453277885676408832,0
453298889731239936,0
453419222023290880,0
453449572090933248,0
453546424505237504,0
453567530356203520,0
453605277695488000,0
453776812758548480,0
453778655542771712,0
453785053437640704,0
453959658131050496,1
454032400633585664,0
454077294538420225,0
454262020796190720,0
454287099941126144,0
454381445331836928,0
454443324876001281,0
454480562603163648,0
454505841505611776,0
454519091790086145,0
454522311891505152,0
454525419883339776,0
454534985932754944,0
454572329708703744,0
454600329913704448,0
454640297503649792,0
454771402692759553,0
455051082373550080,0
455167525085773824,0
455236442604961793,0
455364844276154368,0
455385348936568832,0
455603167045361664,0
455630191122206720,0
455682674653691904,1
455778031475621888,1
455977161250594817,0
456041215163895808,0
456084461705527296,0
456085845821652992,0
456109195344236545,0
456120227672371200,0
456302140575604736,0
456326745679884288,0
456374690143948800,0
456378862339764224,0
456500877449129984,0
456505591439953921,1
456566963330772992,0
456614472916807681,0
456652159988158464,0
456661688855441408,0
456696831578087424,0
456699624598667264,0
456712368865968128,0
456743757145452545,0
456754421251047424,0
456976686954078208,0
457058586427158528,0
457078533962362880,0
457088748493496320,0
457107708475609088,0
457109843921604610,0
457422003163897856,0
457426654433136642,0
457452247300186114,0
457485731636977664,0
457549249325309952,0
457597417287090177,0
457676571672064000,0
457723562699526144,0
457766807718617088,0
457775270712197121,0
457806209404637184,0
457818434211168256,0
457910845029482496,0
458019916923568129,0
458077432709668866,0
458148073592475648,0
458183941435179008,0
458185138774769664,0
458203113011552256,0
458228931481829377,1
458239555108229120,0
458339154552569856,0
458382361655525376,0
458499319231184896,0
458507128542855168,0
458513563100139520,0
458514135324848129,0
458570919602970624,1
458620157553041409,0
458664836663353344,1
458888327115329536,1
459101133290893312,0
459631246080245760,0
459695887950684160,0
459737341444096000,0
459743795639508992,0
459749333177761792,0
460003440471449600,1
460019314658394112,0
460255290911653888,0
460332795941101568,0
460375328352120833,1
460410463390810112,0
460618521098354689,0
460683047281913857,1
460693303105953793,1
461004296281014272,0
461085757189664769,1
461498268086988800,0
461815502969778178,0
461864479685640193,0
461865261990416385,0
461963852117454848,1
461990761278734336,1
462233145124085760,0
462292842187354112,1
462533618754420736,0
462777083744116736,1
462806604493365248,0
462950056954703872,0
463032908882931712,0
463269404604911616,1
463287529152606209,0
463290791667183616,1
463351119893528577,0
463906717151940609,1
464001914619719680,1
464069517409517568,0
464323813920870400,0
464323817054027776,0
464386627930816515,1
464494736863420416,0
464541031581876224,0
464541120530489344,0
464576692603064322,1
464798836339523585,1
465181012285456384,0
465273925770166273,1
465614156495085568,0
465914105006927872,0
466291086265446400,1
469094784238620672,1
469331822368002049,0
469420732662185985,0
469751739311460352,0
470009259137458176,0
470061307463737344,0
470070242811854848,0
470241767875698688,0
470464886842331136,0
470474503659986944,1
470521602028077056,0
470697631350812672,0
470912316767477760,1
471384428246085632,1
471527332088668161,1
471611575208779776,0
472120908035788800,0
472501606639239168,0
472697752309481472,0
472917104606601216,0
472983990526570496,0
473013563133812736,0
473022836349472768,1
473082381805436929,0
473185453735419904,1
473197367718850560,1
473668505452019713,0
473757265506631680,0
473967988740091905,0
474209038675095553,0
474228823589130240,0
474438440025874432,0
474460583119437824,0
474531228843274240,0
474842607818792960,0
475025763834789889,0
475044325030899712,0
